BCI-AV#|English|Derivation - explanation|POS
26145|coloring_book,colouring_book|(book + pen + colour)|YELLOW
26146|communication_impaired|(communication_impairment + description indicator)|GREEN
26147|communication_impairment|(limit(s),limitation,restriction + communication)|YELLOW
26148|compost|(mixture + change,alteration + earth,ground,land: mixture that is transformed into earth)|YELLOW
26149|confusion_(feeling)|(feeling,emotion,sensation + mixture: mixed feelings about something)|YELLOW
26150|confusion_(mental)|(mind,intellect,reason + mixture: mixed thinking about something)|YELLOW
26151|cookbook,cookery_book|(book + cooking,cookery,preparation_(general))|YELLOW
26152|cycle_of_life,life_cycle|(rotation,circulation,orbit,lap,circle,round + life: the cycle of generation of life, life span, death, and regeneration of new life)|YELLOW
26153|dictionary,lexicon,wordbook|(book + word: a reference book containing an alphabetical list of words with information about them)|YELLOW
26154|digital_game,video_game,computer_game|(play,game_(in_combinations) + digits_(computer): any kind of digital game on computers, game consoles or mobile devices) - Preferred NEW SYNONYM, replacing computer_game_(OLD) 23449|YELLOW
26155|diversity,variety_(general)|(group_of,much_of,many_of,quantity_of + different,other,difference: many of something being different in character, a heterogeneous group)|YELLOW
26156|DNA|(atom [contraction of molecule] + life + spiral: the spiral formed DNA molecule of life carrying the genetic code)|YELLOW
26157|download|(receiving + digits_(computer): the getting of digital data from a server on the internet)|YELLOW
26158|download-(to)|(download + action indicator)|RED
26159|dragon|(animal,beast + fire)|YELLOW
26160|drying_rack|(structure,construction + dryness,drought: construction for drying something)|YELLOW
26161|drying_rack_(cloth)|(drying_rack + cloth)|YELLOW
26162|drying_rack_(fish)|(drying_rack + fish)|YELLOW
26163|ear_bone,ossicle,auditory_ossicle|(bone + ear)|YELLOW
26164|eardrum,tympanic_membrane|(membrane,drumhead,drum_skin + ear)|YELLOW
26165|environs|(earth,ground,land [half-sized]) - Character|YELLOW
26166|equality_(social)|(same,equal,equality + society: a certain level of general social equality among citizens of a state or community)|YELLOW
26167|exercise_(physical)|(work + health: work, in order to maintain health)|YELLOW
26168|face_painting|(picture,image,icon,painting + face + brush: painting on the face made with brush)|YELLOW
26169|fear_of_heights,acrophobia|(fear,fright,concern + height,tallness)|YELLOW
26170|fishing_line|(filament [contraction of thread,string,cord] + reception + fish: line for catching fish)|YELLOW
26171|fishing_rod|(linear_thing + reception + fish: rod for catching fish)|YELLOW
26172|fist|(hand + fold,folding)|YELLOW
26173|flight_attendant|(worker + airplane,aeroplane,plane)|BLUE
26174|gene|(part,bit,piece,portion,part_of + DNA: section of the DNA molecule that encodes the production of a certain polypeptide chain, a unit of heredity)|YELLOW
26175|genetics|(science,body_of_learning + atom + spiral: contraction of science + gene)|YELLOW
26176|gill|(organ,inner_organ,inner_body_part + breath + fish: The respiratory organ of fish and other aquatic animals)|YELLOW
26177|herbivore|(animal,beast + food + plant: animals that primarily eat plants)|YELLOW
26178|hierarchy|(layer,level + plan,design,method,system: a series of ordered groupings or levels of people or things within a system)|YELLOW
26179|honest,honestly|(honesty + description indicator)|GREEN
26180|honesty|(purpose + truth: strive for truth)|YELLOW
26181|hyena|(animal,beast + sound + up,upward + mouth [up + mouth is a contraction of laugh,laughter]: the hyena is known for its laughing sound)|YELLOW
26182|indigestion,heartburn|(feeling + illness + inner_organ + food [organ + food is a contraction of stomach,tummy,tum])|YELLOW
26183|industry|(generalization + factory,plant)|YELLOW
26184|inequality|(different,other,difference + society: social inequality among citizens or members of a state or community)|YELLOW
26185|invertebrate|(animal + without + spine,backbone)|YELLOW
26186|justification|(support_(oral) + correctness)|YELLOW
26187|justified|(justification + description indicator)|GREEN
26188|justify-(to)|(justification + action indicator)|RED
26189|language_development|(development + language)|YELLOW
26190|lifetime,life-time,lifespan|(time + life + all: the period during which something lives or is functional, as between birth and death)|YELLOW
26191|literature|(generalization + book)|YELLOW
26192|longsightedness,farsightedness,presbyopia,hyperopia|(limitation + eye + nearness,closeness,proximity: difficulty to see near objects)|YELLOW
26193|longsighted,farsighted,presbyopic,hyperopic|(longsightedness,farsightedness,presbyopia,hyperopia + description indicator)|GREEN
26194|lynx,bobcat|(cat + ear + hair: medium sized wild cat with usually tufted ears)|YELLOW
26195|make_compost-(to)|(compost + action indicator)|RED
26196|mammal|(animal + milk: warm-blooded vertebrate having the skin more or less covered with hair; young are born alive and nourished with milk)|YELLOW
26197|membrane,drumhead,drum_skin|(drum_(1) + pointer, to the membrane of the drum skin) - Character (superimposed - pointer)|YELLOW
26198|mink|(mustelid_(animal) [contraction] + fur: the mink being a mustelid animal valued for its fur)|YELLOW
26199|modem|(thing + change + signal,broadcast,transmitting: a device that modulates signal transmissions between different formats)|YELLOW
26200|modern|(newness,novelty + intensity + description indicator: novelty with some kind of emphasis)|GREEN
26201|molecule|(group_of + atom: a group of two or more atoms held together by chemical bonds)|YELLOW
26202|mollusk(s),mollusc(s)|(generalization + snail: invertebrate animals having a soft unsegmented body usually enclosed in a shell)|YELLOW
26203|moon_axis|(axis + moon: the Moon's spin axis, around which it turns in about the same time that it circles the Earth)|YELLOW
26204|moon_phase,phase_of_the_moon|(limited_time,interval,period + moon: appearances of the Moon's state of illumination) Additional specifier can be added, such as ”full” , ”half”, ”first quarter” and ”last quarter”|YELLOW
26205|moss|(plant + without + root(s): small flowerless, non-vascular plants, lacking proper root systems, and that usually grow in dense green clumps or mats, in damp or shady locations)|YELLOW
26206|mountain_range|(group_of + mountain)|YELLOW
26207|mustelid_(animal)|(animal + smell + intensity: family of carnivorous mammals, including the weasel, badger, etc. Mustelids are typically known for producing a strong-smelling secretion)|YELLOW
26208|national_park|(park + country,state: an area of land declared by the national government to be public property)|YELLOW
26209|nearsightedness,shortsightedness,myopia|(limitation + eye + farness,remoteness: difficulty to see distant objects)|YELLOW
26210|nearsighted,shortsighted,myopic|(nearsightedness,shortsightedness,myopia + description indicator)|GREEN
26211|northeast|(sun + pointer, to northeast) - Character (superimposed - pointer)|YELLOW
26212|northwest|(sun + pointer, to northwest) - Character (superimposed - pointer)|YELLOW
26213|nutrient,nutrition|(substance + giving + health)|YELLOW
26214|omnivore|(animal + food + animal + plant: an animal or person that feeds on both animal and vegetable food)|YELLOW
26215|once_upon_a_time|(1 + time + past)|WHITE
26216|online_game,multiplayer_game,network_game|(digital_game,video_game + internet_(1) [contraction])|YELLOW
26217|orbit_of_the_moon|(orbit + moon)|YELLOW
26218|period_of_life|(limited_time,period + life)|YELLOW
26219|pinch,pincer_grip|(finger + pliers: a grip with the fingers, as if with pliers or pincer)|YELLOW
26220|pinch,pluck,tweeze-(to)|(pinch,pincer_grip + action indicator)|RED
26221|plant-book,dictionary_of_plants|(book + plant)|YELLOW
26222|plastic_bag|(sack,bag + material + chemical_product [contraction of plastic])|YELLOW
26223|plough_(ancient),ard,ard_plough,scratch_plough|(plough + past: ancient plough)|YELLOW
26224|practice,drill,exercise,rehearsal|(work + repetition: work at something repeatedly to develop skill)|YELLOW
26225|recycling_station|(place + waste_sorting,garbage_sorting)|YELLOW
26226|referee,judge_(sport)|(person + decision + sport)|BLUE
26227|referee_(football,soccer)|(person + decision + football,soccer_(sport) [contraction])|BLUE
26228|reuse,recycling|(usage,use + again)|YELLOW
26229|reuse,use_again,recycle-(to)|(reuse,recycling + action indicator)|RED
26230|rot,decompose-(to)|(rot,decomposition,rotting_matter + action indicator + thing indicator)|RED
26231|rot,decomposition,rotting_matter|(change,alteration,conversion + organism + deletion,cancellation,destruction + thing indicator: the decomposing change of organic material performed by organisms, primarily micro-organisms, breaking it down)|YELLOW
26232|rotten,decomposed|(rot,decomposition,rotting_matter + description indicator + thing indicator)|GREEN
26233|router|(connector,interface_box + signal,broadcast,transmitting + thing indicator: a networking device that forwards data packets between computer networks)|YELLOW
26234|run,jog|(activity + run)|YELLOW
26235|salt|(flavouring,condiment,seasoning + salt_crystal [contraction]) Preferred NEW SYNONYM, replacing 20523|YELLOW
26236|saltwater,seawater|(water + salt_crystal [contraction]: water containing salts)|YELLOW
26237|salty|(taste + salt_crystal [contraction] + description indicator) Preferred NEW SYNONYM, replacing 16712|GREEN
26238|scavenger,carrion_eater|(animal + food + dead: animals that feed on carrion and other dead organisms)|YELLOW
26239|school_year|(year + school_(in_combinations)) |YELLOW
26240|selfie|(photograph,photo,pic + self: photo taken on oneself)|YELLOW
26241|server,host_(computer)|(computer + combination,connection: a computer that provides client stations with access to programs, files, printers etc. as shared resources in a computer network)|YELLOW
26242|sloping,sloped,slanting,slanted|(downward_and_forward + description indicator)|GREEN
26243|sort,differentiate,separate,classify-(to)|(type,kind,sort,category + action indicator)|RED
26244|sort_garbage,separate_waste-(to)|(waste_sorting + action indicator)|RED
26245|southeast|(sun + pointer, to southeast) - Character (superimposed - pointer)|YELLOW
26246|southwest|(sun + pointer, to southwest) - Character (superimposed - pointer)|YELLOW
26247|spine,backbone|(bone + back_(body))|YELLOW
26248|steep|(sloping,sloped,slanting,slanted + intensity + description indicator)|GREEN
26249|stream_(digital),data_stream|(river,stream,current + digits_(computer): a stream of digital data)|YELLOW
26250|stream_(digital_data)-(to)|(stream_(digital),data_stream + action indicator: to stream digital data, typically media content over the internet)|RED
26251|streamed,streaming_(digital_data)|(stream_(digital),data_stream + description indicator: digital data, typically media content, streaming over the internet)|GREEN
26252|sweaty,sweating,perspiring|(sweat,perspiration + description indicator)|GREEN
26253|term,semester|(season + school_(in_combinations))|YELLOW
26254|umami|(taste + seaweed: one of the five basic tastes (together with sweetness, sourness, bitterness, and saltiness) first identified in Japan from kombu seaweed)|YELLOW
26255|umami_tasting|(umami + description indicator)|GREEN
26256|unfinished|(without + finished,complete,completed + description indicator)|GREEN
26257|unicycle,monocycle,one-wheeled_vehicle|(1 + wheel: one wheeled vehicle)|YELLOW
26258|unicycle,ride_a_one-wheeled_vehicle-(to)|(unicycle,monocycle,one-wheeled_vehicle + action indicator) |RED
26259|untrue,false|(untruth,falsity,falsehood + description indicator)|GREEN
26260|untruth,falsity,falsehood|(without + truth)|YELLOW
26261|upload|(giving,gift + digits_(computer): the sharing of digital data to a server on the internet)|YELLOW
26262|upload-(to)|(upload + action indicator)|RED
26263|walk,walking|(activity + legs_and_feet: the act of walking (somewhere)) |YELLOW
26264|waste_sorting,garbage_sorting,source_separation_(of_waste)|(type,kind,sort,category + waste,garbage,rubbish,trash: separation of different kinds of waste for recycling)|YELLOW
26265|vertebrate|(animal + spine,backbone: animals with a backbone or spinal column)|YELLOW
26266|visible,sighted|(eye + description indicator)|GREEN
26267|X-ray|(light + through + thing: shortwave radiation passing through otherwise non-transparent things, used in medical diagnosis etc.)|YELLOW
26268|X-ray-(to)|(X-ray + action indicator)|RED
26280|accept-(to)|(get + mind + action indicator: to receive reasons)|RED
26281|audio_book|(book + sound)|YELLOW
26282|brace(s)_(dental),dental_brace(s)_(medical)|(medical aid + teeth)|YELLOW
26283|brace(s)_(dental),dental_brace(s)|(aid + teeth + line: help to set the teeth in a row)|YELLOW
26284|brace_(neck,medical),neck_brace,cervical_collar,neck_collar|(medical aid + neck)|YELLOW
26285|brain_injury|(damage + brain)|YELLOW
26286|cape,poncho,clothing_without_sleeves|(clothes + without + sleeve [contraction])|YELLOW
26287|chopstick(s)|(two + linear thing + food: tools for eating food)|YELLOW
26288|CNS_injury|(damage + central nervous system)|YELLOW
26289|consciousness,awareness|(mind + activity: an alert cognitive state in which you are aware)|YELLOW
26290|cooking_vessel,pots_and_pans|(generalization + pan: all kinds of cooking pans in a kitchen)|YELLOW
26291|critic,evaluator|(person + evaluate: a person that evaluates things e.g. best restaurant or best film |BLUE
26292|dental_floss|(fibre + teeth: a string for cleaning between the teeth)|YELLOW
26293|diagnosis_(medical)|(outcome + evaluation + medical) |YELLOW
26294|disappointed|(disappointment + description after the fact indicator)|GREEN
26295|disappointing|(disappointment + description indicator) |GREEN
26296|disappointment|(sadness + after + desire)|YELLOW
26297|dyscalculia|(limitation + mathematics [contraction]: limited ability in mathematics)|YELLOW
26298|dysgraphia|(limitation + writing; limited ability to learn to write)|YELLOW
26299|dyslexia|(limitation + reading: limited ability to learn to read)|YELLOW
26300|dystonia|(activity + muscle + up and down; neurological movement disorder with sustained or repetitive muscle contractions)|YELLOW
26301|e-book,digital_book|(book + digits)|YELLOW
26302|egg_white,white_of_egg,albumin,glair|(part of egg [contraction] + white: the albumin surrounding the yolk)|YELLOW
26303|egg_yolk,yolk|(part of egg [contraction] + yellow: the center part of an egg,)|YELLOW
26304|eggshell|(shell + egg: the shell of an egg)|YELLOW
26305|faint,pass_out-(to)|(fainting + action indicator)|RED
26306|fainting,absence|(mind + without + activity + limited time: a spontaneous loss of consciousness for a limited period of time)|YELLOW
26307|hair_accessory|(thing + hair + together)|YELLOW
26308|hair_pin,bobby_pin|(thing + hair + linear thing)|YELLOW
26309|hair_tie|(thing + hair + ring)|YELLOW
26310|hygiene|(activity + protection + health: activity concerned with the maintenance of health)|YELLOW
26311|hygiene_(personal)|(activity + protection + health + person: activity concerned with the maintenance of personal health)|YELLOW
26312|interdental_brush,interdental_rager|(brush + teeth + between: a small brush made for cleaning between the teeth)|YELLOW
26313|karate|(martial arts + kick [contraction]): martial art including fight with hands and feet)|YELLOW
26314|knitting_needle(s)|(two + linear thing + cloth: needles used for knitting)|YELLOW
26315|leftovers,left_overs,food_waste_(food_thrown_away)|(food + waste: the leftovers of food that is thrown away)|YELLOW
26316|leftovers,left_overs_(food_used_again)|(food + again: leftovers of food that is served again)|YELLOW
26317|mathematical_difficulty|(difficulty + mathematics [contraction)]: difficulties with mathematics)|YELLOW
26318|moustache|(hair + mouth + pointer to the upper lip)|YELLOW
26319|movie,action_film,action_movie,film_(action)|(movie + activity + fast, quick)|YELLOW
26320|movie,romance_movie,romance_film,film_(romantic)|(movie + love)|YELLOW
26321|neurological|(neuron + description indicator)|GREEN
26322|paralysis,palsy|(limitation + activity + muscle: a limited ability or loss of a voluntary muscle function)|YELLOW
26323|pate,crown_(body_part)|(head + pointer to the top of the head) - Character (superimposed - pointer)|YELLOW
26324|privy,outhouse|(place + bowel movement: a place where a user can defecate)|YELLOW
26325|reading_difficulty|(difficulty + reading: difficulties with reading)|YELLOW
26326|realize,realise-(to)|(understand + suddenly [contraction] + action indicator|RED
26327|record_(achievement)|(outcome + most: the extreme outcome)|YELLOW
26328|regain,recover,retrieve-(to)|(get + again: get or find back)|RED
26329|sleeve(s)|(clothes + arm)|YELLOW
26330|suspender(s)|(linear thing + up + clothes)|YELLOW
26332|tremor,shudder|(activity + muscle + back and forth: an involuntary vibration)|YELLOW
26333|unconscious,comatose|(unconsciousness + description indicator) |GREEN
26334|unconsciousness,coma,comatoseness|(mind + without + activity: a state of lacking awareness, sometimes deep and prolonged unconsciousness) |YELLOW
26335|vegetarian_(food)|(food + plant + description indicator)|GREEN
26336|vegetarian_(person)|(person + food + plant: a person who eats plants and not any meat)|BLUE
26337|wonder,inquire,enquire,be_curious-(to)|(curiosity + action indicator)|RED
26338|writing_difficulty|(difficulty + writing: difficulties with writing)|YELLOW
26339|yarn|(thread + fabric: thread used in sewing, knitting and weaving)|YELLOW
27001|abstract|(concept + description indicator)|GREEN
27002|adjective|(word + evaluation: evaluation words)|YELLOW
27003|adverb|(word + evaluation + action)|YELLOW
27004|affix|(unit + together + language)|YELLOW
27005|alive|(life + description indicator)|GREEN
27006|aluminium_foil,tin_foil|(wrapping + metal [contraction])|YELLOW
27007|anaesthesia,numbness|(without + feeling: loss of feeling)|YELLOW
27008|anaesthetic|(medication + end + feeling)|YELLOW
27009|article|(part + language + the)|YELLOW
27010|beside|(linear + after,behind ) - Character (sequenced) |WHITE
27011|bite|(effect + to bite: effect of being bitten) |YELLOW
27012|blood_circulation|(circulation + blood)|YELLOW
27013|blood_pressure|(pressure + blood)|YELLOW
27014|bone_fracture|(fracture + bone)|YELLOW
27015|bored|(boring + description after the fact indicator) |GREEN
27016|burned_out,burnt_out|(sickness + without + energy_(mental) [contraction] + description indicator)|GREEN
27017|cactus_fruit_(dragon_fruit,cherimoya)|(fruit + cactus)|YELLOW
27018|candy_(liquorice)|(candy + roots)|YELLOW
27019|cannabis|(leaf + medical + star)|YELLOW
27020|car_light(s)|(lamp + car)|YELLOW
27021|cardiac_arrest|(stop + heart: stop of the heart)|YELLOW
27022|children's_rights|(right + child) |YELLOW
27023|chip_shop|(restaurant [contraction] + French fries)|YELLOW
27024|chronic_fatigue_syndrome|(sickness + tired + intensity + intensity + intensity)|YELLOW
syndrom,ME,CFS/ME,postviralt_tretthetssyndrom|||
"|||
27025|co-housing|(village + agreement: A group of housing with agreement)|YELLOW
27026|concept|(small character of thought) - Character|YELLOW
27027|conceptualise-(to)|(concept + action indicator)|RED
-(å)|||
"|||
27028|concrete|(thing + description indicator)|GREEN
27029|conjunction|(word + combination)|YELLOW
27030|courgette,zucchini|(squash,pumpkin + long)|YELLOW
27031|crumbs|(four particles [modification, two in high and two in low positions]: indicating crumbs )|YELLOW
27032|definite|(the + description indicator)|GREEN
27033|delicacy,speciality_(food)|(food + feeling + interesting)|YELLOW
27034|democracy_(general)|(lead + permission + choice)|YELLOW
"|||
27035|dictator_(general)|(leader + permission + without + choice)|BLUE
27036|dictatorship_(general)|(lead + permission + without + choice)|BLUE
27037|discover-(to)|(discovery + action indicator)|RED
27038|discovery|(find + new)|YELLOW
27039|dishwasher|(washer + dish)|YELLOW
27040|drink_mix,shake,smoothie|(drink + mix)|YELLOW
27041|dual|(category + [contraction] noun + two)|YELLOW
27042|duty,obligation|(protection + must_(a): protected requirements e.g. in law)|YELLOW
27043|earwax|(substance + ear: substance of the ear) |YELLOW
27044|edible,eatable|(food + description before the fact indicator)|YELLOW
27045|electric_conductor|(material + through + electricity)|YELLOW
27046|electric_toothbrush|(toothbrush + electricity)|YELLOW
27047|electric_wire,electric_cord,cord,cable,lead|(fiber + electric)|YELLOW
27048|emergency_call,emergency_telephone|(call + danger)|YELLOW
27049|emergency_room_(medical)|(room + medical + danger)|YELLOW
27050|epidemic|(sickness + spread)|YELLOW
27051|epiglottis|(part + throat + lid)|YELLOW
27052|exhausted,worn_out|(feeling + without + energy [contraction] + description indicator)|GREEN
27053|exploration|(search [contraction] + new)|YELLOW
27054|fast_food|(food + fast)|YELLOW
27055|first_aid|(aid + medical + first)|YELLOW
27056|fish_skin|(protection + fish)|YELLOW
27057|future_tense|(category + language + future: language category of future time)|YELLOW
27058|germination|(start + growth)|YELLOW
27059|gluten-free|(without + grain + description indicator)|GREEN
27060|grammar_(general)|(rule + word: rules of the language)|YELLOW
27061|grapheme|(unit + small + different + write: the smallest unit that makes difference in writing). Contraction of smallest |YELLOW
27062|groin|(body + pointer to groin) - Character (superimposed + pointer)|YELLOW
27063|heart_attack|(sickness + heart + lightning)|YELLOW
27064|heart_disease|(sickness + heart)|YELLOW
27065|helpful,assistive,supportive|(help+aid+assistant+support+description indicator)|GREEN
27066|human_rights|(right + person)|YELLOW
27067|immune_(medical)|(immunity_(medical) + description indicator)|GREEN
27068|immunity_(medical)|(against + sickness)|YELLOW
27069|improve-(to)|(improvement + action indicator: the effect of being better in a rational sense) |RED
27070|improvement,enhancement|(effect + more + correct +: the effect of being better in a rational sense) see also improve-(to) |YELLOW
27071|independent_living|(to live_(life) + independent)|YELLOW
27072|infix|(unit + language + inside)|YELLOW
27073|inflatable|(to inflate + description before the fact indicator)|GREEN
27074|interjection|(word + feeling)|YELLOW
27075|intersection,crossroad|(road_(1) + across: one road crossing the other)|YELLOW
27076|joke_(general)|(activity + comma + funny) see also joke-(to)_(general)|YELLOW
27077|joke_(spoken)|(to say + comma + funny) see also joke-(to)_(spoken) 14974 all theese three have been mixed|YELLOW
27078|joke_(general)-(to)|(joke (general) + act.indicator) see also joke_(general)|RED
27079|kangaroo,wallaby|(animal + container + jump)|YELLOW
27080|kernel,particle|(pictograph: showing a particle) - Character |YELLOW
27081|kiosk,booth,stall|(room + business) - Character (superimposed) |YELLOW
27082|kyphosis,scoliosis|(bone + back + curve)|YELLOW
27083|larynx|(part + throat + activity + sound)|YELLOW
27084|learning_difficulty|(limitation + to learn)|YELLOW
27085|lichen|(pictograph: showing lichen growing on a stone) - Character |YELLOW
27086|lukewarm,handwarm,tepid|(warm + little + hand + description indicator)|GREEN
27087|mammoth|(furred_animal + nose)|YELLOW
27088|marshmallow|(candy + [contraction]soft)|YELLOW
27089|milkshake|(smoothie + [contraction] milk)|YELLOW
27090|morpheme|(unit + [contraction] + small + different + words [contraction] word: the smallest unit that makes difference in words). Contraction of smallest|YELLOW
27091|morphology|(rule + structure + word: rules of the language structure)|YELLOW
27092|nasal_cavity|(inside + nose)|YELLOW
27093|navigate_(general)-(to)|(activity + sign + action indicator)|RED
27094|navigation_(general)|(activity + sign)|YELLOW
27095|non-alcoholic|(without + alcoholic_drink + description indicator)|GREEN
27096|noun|(word + name) |YELLOW
27097|nude,naked|(nudity + description indicator)|GREEN
27098|nudity|(without + clothes)|YELLOW
27099|number,numeral|(word + number: numeral words)|YELLOW
27100|oral_cavity|(inside + mouth)|YELLOW
27101|oven_paper|(paper + oven)|YELLOW
27102|palate,roof_of_mouth|(ceiling + mouth)|YELLOW
27103|pandemic|(sickness + spread + intensity)|YELLOW
27104|part_of_speech|(category + word)|YELLOW
27105|past_tense|(category + language + past: language category of past time)|YELLOW
27106|peanut|(seed + combination: seeds joined in combination)|YELLOW
27107|phoneme|(unit + [contraction] + small + different + sound: the smallest sound unit that makes difference). Contraction of smallest|YELLOW
27108|phonology|(rule + sound + word: rules of language sounds)|YELLOW
27109|pizzeria|(restaurant [contraction] + pizza [contraction])|YELLOW
27110|plague|(sickness + first [contraction] + micro-organism + intensity)|YELLOW
27111|plastic_wrap|(wrapping + [contraction] plastic)|YELLOW
27112|plural|(category + [contraction] noun + many)|YELLOW
27113|pointer|(pointing + thing indicator)|YELLOW
27114|pole|(linear thing + big)|YELLOW
27115|pollen|(powder + flower)|YELLOW
27116|post_position|(word + after)|YELLOW
27117|prefix|(unit + language + beginning: language units in the beginning of a word)|YELLOW
27118|preposition|(word + in front of)|YELLOW
27119|present_tense|(category + language + present: language category of present time)|YELLOW
27120|pronoun|(word + in exchange for + name: in exchange for nouns)|YELLOW
27121|right(s)|(protection + freedom: protection of freedom)|YELLOW
27122|rights_of_persons_with_disabilities,disability_rights|(right + person + limited)|YELLOW
27123|roundabout|(road_(1) + rotate: a road junction at which traffic streams circularly around a central island)|YELLOW
27124|semantics|(science + language + meaning: study/science of linguistic/language meanings)|YELLOW
27125|shared_housing|(house + share: shared housing, groupliving)|YELLOW
27126|singular|(category + [contraction] noun + one) |YELLOW
27127|sleep_medication|(medication + sleep)|YELLOW
27128|sleeping_pill|(pill + sleep)|YELLOW
27129|sleeping_place,nest_(animals)|(place + sleep + animal)|YELLOW
"|||
27130|snot|(substance + nose: substance of the nose)|YELLOW
27131|sprout|(plant + start)|YELLOW
27132|starfruit,carambola|(fruit + star)|YELLOW
27133|stethoscope|(tool + medical + sound)|YELLOW
27134|sticking_plaster,bandaid|(bandage + together: contracted bandage sticky)|YELLOW
27135|stir-(to)|(mix + spoon + action indicator)|RED
27136|stress|(feeling + pressure)|YELLOW
27137|stressed,stressful|(stress + description indicator)|GREEN
27138|stutter-(to)|(stuttering + action indicator)|RED
27139|stuttering|(limitation + mouth + repeat: speech limitation, repetition of sounds and blocks)|YELLOW
27140|suck-(to)|(mouth + into_(backward) + action indicator)|RED
27141|suffix|(unit + language + end: language units in the end of a word)|YELLOW
27142|sushi|(ball + rice + fish)|YELLOW
27143|syntax|(rule + sentence: rules of the language sentences)|YELLOW
27144|tense|"(category + language + time: language category of time) it's not category,it's ""kind"" ."|YELLOW
27145|thyroid_gland|(gland + throat) arrow pointing to throat is missing|YELLOW
27146|tired,weary|(need + rest + description indicator: need of rest)|GREEN
27147|tonsils|(part + throat + immunity) arrow pointing to throat is missing|YELLOW
27148|traffic_light|(lamp + [contraction] traffic)|YELLOW
27149|transgender|(transgender_(gender) + description indicator)|GREEN
27150|transgender_person|(transgender_(gender) + person [modification, the upper part]) - Character (superimposed - modified) )|BLUE
27151|vegan_food|(food + only + plant)|YELLOW
27152|verb|(word + action: action words)|YELLOW
27153|wasp|(stinging insect + wings + intensity)|YELLOW
27154|whisk,beat-(to)|(mix + kitchen_tool,utensil + action indicator)|RED
27155|wire,cable|(fiber + metal [contraction])|YELLOW
27156|wireless_connection|(digital signal + without + fiber) Bliss-word synonym|YELLOW
27157|wrapping|(spiral + thing indicator)|YELLOW
27158|wrapping,paper_roll|(wrapping + paper)|YELLOW
28001|aim,intention|(purpose + forward)|YELLOW
28002|allowable,permissable|(allow + before_fact)|GREEN
"|||
28003|allowed,permitted|(allow + after_fact)|GREEN
"|||
28004|amusement_park,theme_park|(park + excitement)|YELLOW
28005|arm_support|(aid + arm)|YELLOW
28007|audience|(group + see + hear)|BLUE
28008|basketball_player|(person + basketball [contraction])|BLUE
28009|carnival|(festival + costume)|YELLOW
28010|climate_change|(climate [contraction] + development)|YELLOW
28011|climate_emergency|(climate change + danger)|YELLOW
28012|development|(change + forward [modification,short arrow]:change through progression) - Character (superimposed - modified)|YELLOW
28013|discriminate-(to)|(discrimination + action indicator)|RED
28014|discriminate_(person)-(to)|(discriminate-(to) + person)|RED
28015|discriminated_(person)|(discriminatory + person)|GREEN
28016|discrimination|(sort + different)|YELLOW
28017|discrimination_(person)|(discrimination + person)|YELLOW
28018|discriminatory|(discrimination + description indicator)|GREEN
28019|ensure,guarantee-(to)|(certain + action indicator [remove doubt]) |RED
28020|event_dressing_up,carnival|(event + costume)|YELLOW
28021|eye_pointing|(pointing + eye)|YELLOW
28022|eye_pointing_(digital)|(eye_pointing + digital)|YELLOW
28023|fancy_dress_party|(gathering + costume)|YELLOW
28024|festival|(event + excitement)|YELLOW
28025|football_field,soccer_field|(place + football [contraction])|YELLOW
28026|football_game,match,soccer_game|(competition + football [contraction])|YELLOW
28027|football_player,soccer_player|(person + football [contraction])|BLUE
28028|global_warming|(climate change + temperature + rising)|YELLOW
28029|goalpost|(pole [contraction] + goal)|YELLOW
28030|goal_keeper|(person + football [contraction])|BLUE
28031|goal_net|(fabric + goal)|YELLOW
28032|goal_(result),score|(goal + intensity) [the goal you make in a game]|YELLOW
28033|goal,target|(purpose + end)|YELLOW
28034|handball_court|(place + handball [contraction])|YELLOW
28035|handball_game|(competition + handball [contraction])|YELLOW
28036|handball_player|(person + handball [contraction])|BLUE
28037|head_support|(aid + head)|YELLOW
28038|homeland,nationality_(loyalty)|"(nation + feeling) (country + feeling) should be ""state"", instead of ""nation"""|YELLOW
28039|hoodie|(shirt + protection + head)|YELLOW
28040|ice_hockey_rink|(place + ice hockey [contraction])|YELLOW
28041|implement-(to)|(implementation + action indicator)|RED
28042|implementation,realization|(cause + happen)|YELLOW
įgyvendinimas, realizavimas"|||
28043|indicator_(continuous_form)|(horizontal line [quarter-sized]: may be placed above a symbol to show that it is representing a verb in continuous form in a natural language.)|GREY
28044|indicator_(plural_definite)|(indicator (plural + definite))|GREY
28045|indicator_(thing_definite)|(indicator (thing + definite))|GREY
28046|indicator_(thing_plural_definite)|(indicator (thing + plural + definite))|GREY
28047|insure-(to)|(insurance + action indicator)|RED
28048|listener|(person + hear)|BLUE
28049|long_lasting,durable|(time + long)|GREEN
28050|manner,manners|(activity + citizen)|YELLOW
28051|manner,way,mode,style_(habit)|(activity + most)|YELLOW
28052|modifier_(diminutive_form)|(grammatical modification (small) [half size, crossing baseline]) - Character (modified)|GREY
28053|modifier_(feminine_form)|(grammatical modification (feminine) [half size, crossing baseline]) - Character (modified)|GREY
28055|modifier_(masculine_form)|(grammatical modification (masculine) [half size, crossing baseline]) - Character (modified)|GREY
28056|modifier_(neuter_form)|(grammatical modification (neuter) [bottom part of symbol for person, half size, crossing baseline]) - Character (modified)|GREY
